# erase_all.sr: DMI transactions decoded from the wire (t in ms from capture start)
  129.3288 W data1        4002200c st=00
  129.3603 W command      02200000 st=00
  129.3893 R data0        00000001 st=00
  129.4219 W data1        4002200c st=00
  129.4532 W command      02200000 st=00
  129.4818 R data0        00000001 st=00
  129.5139 W data1        4002200c st=00
  129.5455 W command      02200000 st=00
  129.5740 R data0        00000001 st=00
  129.6066 W data1        4002200c st=00
  129.6380 W command      02200000 st=00
  129.6670 R data0        00000001 st=00
  129.6994 W data1        4002200c st=00
  129.7311 W command      02200000 st=00
  129.7608 R data0        00000001 st=00
  129.7932 W data1        4002200c st=00
  129.8250 W command      02200000 st=00
  129.8532 R data0        00000001 st=00
  129.8862 W data1        4002200c st=00
  129.9177 W command      02200000 st=00
  129.9467 R data0        00000001 st=00
  129.9794 W data1        4002200c st=00
  130.0106 W command      02200000 st=00
  130.0392 R data0        00000001 st=00
  130.0713 W data1        4002200c st=00
  130.1029 W command      02200000 st=00
  130.1313 R data0        00000001 st=00
  130.1632 W data1        4002200c st=00
  130.1944 W command      02200000 st=00
  130.2233 R data0        00000001 st=00
  130.2558 W data1        4002200c st=00
  130.2872 W command      02200000 st=00
  130.3156 R data0        00000001 st=00
  130.3486 W data1        4002200c st=00
  130.3799 W command      02200000 st=00
  130.4084 R data0        00000001 st=00
  130.4415 W data1        4002200c st=00
  130.4728 W command      02200000 st=00
  130.5020 R data0        00000001 st=00
  130.5360 W data1        4002200c st=00
  130.5674 W command      02200000 st=00
  130.5961 R data0        00000001 st=00
  130.6316 W data1        4002200c st=00
  130.6631 W command      02200000 st=00
  130.6917 R data0        00000001 st=00
  130.7246 W data1        4002200c st=00
  130.7561 W command      02200000 st=00
  130.7847 R data0        00000001 st=00
  130.8187 W data1        4002200c st=00
  130.8499 W command      02200000 st=00
  130.8784 R data0        00000001 st=00
  130.9109 W data1        4002200c st=00
  130.9423 W command      02200000 st=00
  130.9714 R data0        00000001 st=00
  131.0043 W data1        4002200c st=00
  131.0359 W command      02200000 st=00
  131.0645 R data0        00000001 st=00
  131.0979 W data1        4002200c st=00
  131.1293 W command      02200000 st=00
  131.1583 R data0        00000001 st=00
  131.1916 W data1        4002200c st=00
  131.2229 W command      02200000 st=00
  131.2516 R data0        00000001 st=00
  131.2851 W data1        4002200c st=00
  131.3168 W command      02200000 st=00
  131.3455 R data0        00000001 st=00
  131.3791 W data1        4002200c st=00
  131.4102 W command      02200000 st=00
  131.4389 R data0        00000001 st=00
  131.4725 W data1        4002200c st=00
  131.5037 W command      02200000 st=00
  131.5326 R data0        00000001 st=00
  131.5660 W data1        4002200c st=00
  131.5974 W command      02200000 st=00
  131.6262 R data0        00000001 st=00
  131.6586 W data1        4002200c st=00
  131.6906 W command      02200000 st=00
  131.7192 R data0        00000001 st=00
